Fecha;PM10;PM2-5;Velo-viento;Precipitacion;Dirección;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiación;HT;;;;;;CO2;BBP;BC ug/m3
1/01/2021 1:00;21,6;21,6;0;0;333;1;0,6;11,3;16,4;27,7;0,2;12;0;85,46;;;;;;514;0;0
1/01/2021 2:00;30,9;25;0,3;0;263;0,7;0,8;17,9;14,6;32,4;0,3;12,3;0;85,88;;;;;;534;0;0
1/01/2021 3:00;35,7;0;0,3;0;215;0,9;0,8;18,1;14,5;32,7;0,4;12,2;0;85,95;;;;;;524;0;0
1/01/2021 4:00;42,2;0;0,1;0;245;0,9;0,8;20,1;12,4;32,5;0,4;11,7;0;86,27;;;;;;551;0;0
1/01/2021 5:00;52,5;52,5;0,3;0;350;0,9;0,8;21,7;11;32,7;0,4;11,6;0;86,5;;;;;;565;0;0
1/01/2021 6:00;50;49;0,3;0;340;1,2;0,7;18,5;11,3;29,8;0,4;11,3;0;86,52;;;;;;537;0;0
1/01/2021 7:00;51,4;37;0,1;0;211;2,1;0,5;7,1;12;19,1;0,4;11,7;29;86,26;;;;;;498;0;0
1/01/2021 8:00;50,2;24;0,5;0;148;9,4;0,5;11,9;10,5;22,4;0,8;17,1;250;70,31;;;;;;457;0;0
1/01/2021 9:00;36,6;17;0,9;0;92;20,1;0,1;1,3;2,5;3,9;0,5;20,4;487;46,76;;;;;;431;0;0
1/01/2021 10:00;26,9;0;2,8;0;127;22,3;0,1;0,7;1,7;2,5;0,6;20,7;697;43,2;;;;;;429;0;0
1/01/2021 11:00;18,9;0;3,1;0;137;22,9;0,1;0,6;1,5;2,1;0,6;19,7;659;44,47;;;;;;430;0;0
1/01/2021 12:00;13,2;0;2,9;0;143;22,1;0,1;0,7;1,7;2,5;0,6;20,5;685;43,67;;;;;;430;0;0
1/01/2021 13:00;9,7;3;3,2;0;132;20,6;0,1;0,9;1,9;2,7;0,6;20,3;599;44,75;;;;;;429;0;0
1/01/2021 14:00;8,3;3;3;0;140;20,8;0,1;0,9;2,1;3;0,6;18,2;272;50,1;;;;;;431;0;0
1/01/2021 15:00;6,5;2;1,6;0;125;20,5;0,2;0,9;2,4;3,3;0,7;17,6;194;50,79;;;;;;427;0;0
1/01/2021 16:00;4,9;4,9;2,5;0;112;21,1;0,1;0,9;2,1;3;0,6;18,7;327;46,58;;;;;;425;0;0
1/01/2021 17:00;4,7;0;3;0;122;21,1;0,1;0,8;2,1;2,9;0,6;18,5;244;43,86;;;;;;429;0;0
1/01/2021 18:00;3,7;0;1,7;0;72;16,9;0,2;1;5,1;6,1;0,7;16,7;42;50,83;;;;;;431;0;0
1/01/2021 19:00;3;0;1;0;129;9,7;0,2;0,6;9,5;10,2;0,6;13,5;0;61,29;;;;;;457;0;0
1/01/2021 20:00;2,3;0;0,4;0;165;9,4;0,2;0,6;10,5;11,1;0,6;13,6;0;63,71;;;;;;451;0;0
1/01/2021 21:00;1,9;0;0,9;0;151;10,5;0,2;0,4;8,7;9,2;0,6;12,5;0;68,09;;;;;;450;0;0
1/01/2021 22:00;1,7;0;0,1;0;183;6,8;0,2;3,1;10,2;13,4;0,6;11,7;0;73,65;;;;;;477;0;0
1/01/2021 23:00;1,7;0;0,1;0;305;1,6;0,3;4,2;15,3;19,5;0,6;12,1;0;74,58;;;;;;494;0;0
2/01/2021 0:00;3,5;0;1,2;0;350;2,3;0,3;2,8;15,2;18;0,6;12,5;0;74,59;;;;;;483;0;0
2/01/2021 1:00;6;6;0,8;0;325;3,3;0,3;1,3;14,6;16;0,3;12,5;0;74,99;;;;;;473;0;0
2/01/2021 2:00;7;7;0,3;0;319;6,8;0,2;0,6;7,9;8,5;0,3;12;0;77,45;;;;;;484;0;0
2/01/2021 3:00;4,7;3;0,7;0;316;5,6;0,2;0,7;6,5;7,2;0,3;11,1;0;79,56;;;;;;501;0;0
2/01/2021 4:00;4,7;3;0,8;0;323;1,8;0,3;6,3;11,7;18;0,4;11,6;0;80,95;;;;;;505;0;0
2/01/2021 5:00;0;8;0,4;0;329;0,7;0,3;8,1;13;21,1;0,4;11,4;0;80,34;;;;;;516;0;0
2/01/2021 6:00;0;9;0,3;0;279;0,7;0,3;8,7;12,2;20,9;0,4;9,6;0;83,66;;;;;;527;0;0
2/01/2021 7:00;0;9;0,6;0;317;1,2;0,7;50,1;14,4;64,5;0,7;11;25;84,45;;;;;;525;0;0
2/01/2021 8:00;0;13;0,6;0;329;2,3;0,8;50,8;16,4;67,3;1,1;13,4;100;77,11;;;;;;501;0;0
2/01/2021 9:00;0;21;1,4;0;94;9,8;0,5;25,6;11,7;37,2;0,9;18,3;397;56,2;;;;;;456;0;0
2/01/2021 10:00;14,9;6;2,1;0;110;14,7;0,2;4,8;5,1;9,9;0,6;18,1;324;54,18;;;;;;432;0;0
2/01/2021 11:00;13,7;4;1,3;0,1;208;14,4;0,2;4,4;6;10,4;0,7;17,2;273;61,39;;;;;;431;0;0
2/01/2021 12:00;10,1;2;1,6;0,1;247;14,9;0,2;3,8;4,9;8,7;0,8;17,6;318;63,4;;;;;;426;0;0
2/01/2021 13:00;11,1;2;1,7;0;262;16,4;0,2;3,6;4,3;7,9;1;20;563;56,43;;;;;;425;0;0
2/01/2021 14:00;15,9;0;1,9;0;244;15,9;0,2;3,8;4,5;8,3;0,9;20,3;503;51,75;;;;;;427;0;0
2/01/2021 15:00;18,8;0;1,7;0;227;15,5;0,2;3;3,7;6,8;0,9;21,4;440;46,12;;;;;;428;0;0
2/01/2021 16:00;13,9;0;0,8;2,8;246;13,6;0,2;2,5;4;6,5;0,9;19,5;243;52,43;;;;;;432;0;0
2/01/2021 17:00;10,8;4;0,4;4,7;309;9,2;0,2;2,3;5,3;7,5;1;13,7;27;78,75;;;;;;433;0;0
2/01/2021 18:00;7,4;6;0,4;0;301;1,7;0,5;17,1;15,9;32,9;0,9;13,5;16;82,1;;;;;;444;0;0
2/01/2021 19:00;0;9;0,2;0;3;0,9;0,6;23,1;14,2;37,3;1;11,8;0;84,07;;;;;;487;0;0
2/01/2021 20:00;0;6;0,1;0,1;305;0,8;0,9;40,6;13,3;53,9;1;11,3;0;85,19;;;;;;493;0;0
2/01/2021 21:00;0;11;0,3;0;310;0,9;0,7;29,7;11,5;41,2;0,9;10,8;0;85,79;;;;;;498;0;0
2/01/2021 22:00;0;9;0,2;0;247;1;0,7;32,3;10,5;42,8;0,9;10,9;0;86,1;;;;;;510;0;0
2/01/2021 23:00;0;11;0,3;0;203;1,4;0,6;22,4;12,1;34,4;0,9;11;0;86,16;;;;;;481;0;0
3/01/2021 0:00;0;7;0;0;201;1,1;0,8;45;12,2;57,2;1,1;11,3;0;86,29;;;;;;506;0;0
3/01/2021 1:00;0;8;0,3;0;310;0,8;0,9;56,8;10,8;67,7;0,3;11,6;0;86,29;;;;;;523;0;0
3/01/2021 2:00;0;11;0,1;0;168;0,8;0,8;52,5;10,9;63,3;0,4;11,4;0;86,33;;;;;;515;0;0
3/01/2021 3:00;0;14;0,2;0;343;0,9;0,7;38,7;10,4;49,1;0,4;11,5;0;86,24;;;;;;524;0;0
3/01/2021 4:00;10,6;10;0,5;0;317;0,7;0,6;30,5;8,8;39,3;0,3;11;0;86,4;;;;;;545;0;0
3/01/2021 5:00;9,7;6;0,5;0;285;0,9;0,3;11;9,4;20,4;0,2;10,7;0;86,28;;;;;;503;0;0
3/01/2021 6:00;8,3;4;0,7;0,1;325;0,8;0,4;16;9,7;25,6;0,2;9,7;0;86,59;;;;;;504;0;0
3/01/2021 7:00;6,5;4;0,6;0;235;1;0,5;25,3;9,8;35,1;0,2;9,9;22;86,77;;;;;;500;0;0
3/01/2021 8:00;11,1;8;0,3;0;256;2,1;0,5;21,8;9,1;30,9;0,3;11,7;99;85,53;;;;;;474;0;0
3/01/2021 9:00;16,7;9;1,3;0;312;4,9;0,4;15,9;9,9;25,8;0,5;14,8;206;75,27;;;;;;446;0;0
3/01/2021 10:00;20,3;5;1,1;0;322;9,5;0,4;14,3;10,7;25;0,6;18,3;389;57,26;;;;;;440;0;0
3/01/2021 11:00;19,4;6;0,4;0;61;17,5;0,3;8,8;8,3;17,2;0,6;21,7;626;45,05;;;;;;434;0;0
3/01/2021 12:00;23,2;5;0,8;0;33;24,2;0,2;2,8;4,8;7,6;0,7;22,5;650;40,61;;;;;;430;0;0
3/01/2021 13:00;16,8;2;2,1;0;328;27,6;0,2;1,9;5,4;7,3;0,8;21,9;360;42,67;;;;;;435;0;0
3/01/2021 14:00;11,9;5;3,8;0;316;20,6;0,2;1,7;4,3;5,9;0,8;18;232;57,56;;;;;;430;0;0
3/01/2021 15:00;15,5;4;3,4;0;284;24,7;0,2;2,3;4,8;7;1;20,2;363;51,13;;;;;;429;0;0
3/01/2021 16:00;11,5;3;2,5;0;315;24;0,2;2;5,7;7,6;0,9;19,4;176;50,04;;;;;;430;0;0
3/01/2021 17:00;8,6;4;3,6;0;313;21,5;0,2;2,2;5,1;7,3;1;19,2;284;54,16;;;;;;427;0;0
3/01/2021 18:00;7,1;4;3,2;0;296;18,7;0,2;1,4;5,9;7,3;1;16,7;61;62,24;;;;;;431;0;0
3/01/2021 19:00;0;8;2,6;0;285;13,7;0,3;1,1;10,8;11,9;1;14,7;0;71,13;;;;;;434;0;0
3/01/2021 20:00;0;12;2,7;0;285;13,7;0,3;0,9;9;9,9;0,9;14,1;0;73,2;;;;;;436;0;0
3/01/2021 21:00;8;8;2,2;0;285;13;0,3;0,8;9,1;9,9;0,9;13,6;0;73,92;;;;;;439;0;0
3/01/2021 22:00;4,8;4;1,2;0;267;10,5;0,3;0,6;10,1;10,7;0,9;12,2;0;76,18;;;;;;453;0;0
3/01/2021 23:00;7;7;0,4;0;247;6,7;0,3;0,7;12,1;12,8;0,8;10,3;0;80,74;;;;;;472;0;0
4/01/2021 0:00;0;8;0,3;0;232;6;0,3;0,5;11,2;11,7;0,8;9,2;0;83,24;;;;;;485;0;0
4/01/2021 1:00;0;5;0,2;0;267;3,2;0,3;1,2;14,2;15,5;0,1;8,5;0;85,2;;;;;;489;0;0
4/01/2021 2:00;0;5;0,2;0;18;3,3;0,3;1,1;12,7;13,8;0,1;7,8;0;85,7;;;;;;501;0;0
4/01/2021 3:00;0;5;0,2;0;267;1,7;0,3;2,1;11,8;13,9;0,1;7,3;0;85,88;;;;;;531;0;0
4/01/2021 4:00;0;4;0,2;0;312;1,1;0,3;7,3;12,1;19,4;0;6,9;0;86,2;;;;;;525;0;0
4/01/2021 5:00;0;7;0,5;0;332;1,1;0,3;9,1;11,4;20,5;0;7,1;0;86,51;;;;;;558;0;0
4/01/2021 6:00;0;5;0,8;0,1;357;1,3;0,6;51,1;14,6;65,7;0,2;8,9;0;86,76;;;;;;545;0;0
4/01/2021 7:00;0;20;0,6;0;346;1,8;0,9;58,3;16,1;74,3;0,3;9,7;29;86,56;;;;;;518;0;0
4/01/2021 8:00;0;15;0,6;0;30;5,2;0,6;24,2;15,6;39,8;0,4;12,7;193;81,45;;;;;;470;0;0
4/01/2021 9:00;18,3;10;0,8;0;326;12;0,5;17,7;14;31,7;1,1;18,4;439;54,28;;;;;;455;0;0
4/01/2021 10:00;26,4;11;1,1;0;18;19,7;0,6;19,8;18,6;38,4;1,3;20;595;47,7;;;;;;454;0;0
4/01/2021 11:00;25,7;17;0,9;0;325;29,5;0,4;7,8;12,9;20,7;1,1;21,3;642;43,52;;;;;;441;0;0
4/01/2021 12:00;34,4;7;2,4;0;328;31,8;0,2;3;6,3;9,3;0,9;22,6;740;39,54;;;;;;431;0;0
4/01/2021 13:00;24,8;5;3,4;0;318;30,5;0,2;2;4;6;0,7;24;895;32,44;;;;;;430;0;0
4/01/2021 14:00;18,5;5;3,1;0;331;31,3;0,2;1,9;4,1;6,1;0,8;23,2;739;34,56;;;;;;431;0;0
4/01/2021 15:00;14,2;3;4,3;0;296;30,3;0,2;3,3;6;9,3;0,9;22,4;667;40,19;;;;;;434;0;0
4/01/2021 16:00;10;2;4,1;0;304;27,5;0,2;3;6,1;9,1;0,9;21,2;427;47,46;;;;;;434;0;0
4/01/2021 17:00;12,1;7;3,5;0;317;21;0,3;2,5;8,8;11,3;0,9;17,4;65;58,35;;;;;;434;0;0
4/01/2021 18:00;0;13;1,6;0;190;15;0,5;2,2;18,9;21,1;0,8;14,6;5;69,96;;;;;;437;0;0
4/01/2021 19:00;0;12;1,7;0;297;10,9;0,4;1,8;18,3;20,1;0,8;14,4;0;70,43;;;;;;443;0;0
4/01/2021 20:00;12;12;2,3;0;286;10,3;0,4;2,2;15,4;17,6;0,9;13,6;0;73,46;;;;;;442;0;0
4/01/2021 21:00;11,9;9;1,8;0;276;8,1;0,3;2,5;17,2;19,6;0,8;12,7;0;76,43;;;;;;448;0;0
4/01/2021 22:00;9,9;9;1;0;269;5,7;0,3;1,3;17,1;18,4;0,8;11,2;0;79,01;;;;;;462;0;0
4/01/2021 23:00;11,6;7;0,5;0;268;3,4;0,4;1,7;19,3;21;0,6;9,5;0;83,28;;;;;;479;0;0
5/01/2021 0:00;10;10;0,3;0;238;3,4;0,4;1,4;18,8;20,2;0,6;8,9;0;85,08;;;;;;485;0;0
5/01/2021 1:00;7;7;0,1;0;248;2,6;0,4;2,2;19,1;21,3;0,1;8,3;0;85,62;;;;;;495;0;0
5/01/2021 2:00;7,4;5;0,1;0;174;2,9;0,4;1;17,1;18,1;0,2;7,9;0;85,9;;;;;;510;0;0
5/01/2021 3:00;10,4;7;0,4;0;354;2,1;0,3;2,1;16,2;18,3;0;7,5;0;86,24;;;;;;540;0;0
5/01/2021 4:00;9,7;8;0,3;0;332;0,9;0,3;11,3;20,7;32;0,1;8,7;0;86,49;;;;;;515;0;0
5/01/2021 5:00;17,7;15;0,3;0;94;1;0,4;12,8;18,3;31,1;0,1;7,5;0;86,46;;;;;;517;0;0
5/01/2021 6:00;12,7;10;0,3;0,1;291;1;0,4;15;16,9;31,9;0;6,6;0;86,84;;;;;;539;0;0
5/01/2021 7:00;0;14;0,4;0;332;1,5;0,8;57,3;15,9;73,1;0,2;7,2;33;87,48;;;;;;567;0;0
5/01/2021 8:00;27;27;0,5;0;3;4;1,1;63,2;20,5;83,8;0,6;12,3;216;83,47;;;;;;515;0;0
5/01/2021 9:00;31,1;25;0,4;0;61;12,3;0,6;26,4;19,8;46,2;1;17,4;438;62,79;;;;;;468;0;0
5/01/2021 10:00;40,2;17;0,7;0;32;0;0,5;14,3;17;31,3;1,1;20;631;44,48;;;;;;455;0;0
5/01/2021 11:00;35,5;9;1;0;44;0;0,4;0;0;0;0,7;20,9;768;39,24;;;;;;447;0;0
5/01/2021 12:00;38,8;8;0,5;0;342;42,9;0,3;0;0;0;0;22,1;833;33,58;;;;;;441;0;0
5/01/2021 13:00;28,3;9;2,1;0;299;50;0;0;0;0;0;23,8;694;29,59;;;;;;442;0;0
5/01/2021 14:00;28,2;12;3;0;287;57,9;0;0;0;0;0;24,4;713;31,15;;;;;;441;0;0
5/01/2021 15:00;35,4;0;4,4;0;289;54;0,3;2,1;8,9;11;1,2;22,3;617;42,78;;;;;;442;0;0
5/01/2021 16:00;37,3;17;4,5;0;288;51,8;0,3;1,7;8,2;10;1,1;20,5;441;49,92;;;;;;441;0;0
5/01/2021 17:00;26,8;22;2,2;0;280;41,3;0,3;1,2;10;11,2;1;18,2;146;50,75;;;;;;442;0;0
5/01/2021 18:00;19;19;1;0;84;28,7;0,3;0,3;9,5;9,8;0,7;15,6;2;48,3;;;;;;445;0;0
5/01/2021 19:00;13;13;1,2;0,3;313;19;0,4;0,5;13,3;13,8;0,7;13,6;0;65,65;;;;;;452;0;0
5/01/2021 20:00;15,2;7;2,2;0,1;216;5,4;0,7;4;29;33;0,7;12,5;0;77,63;;;;;;446;0;0
5/01/2021 21:00;19,8;14;0,4;0,1;354;1,9;0,7;5,1;30;35,2;0,7;12,2;0;80,28;;;;;;462;0;0
5/01/2021 22:00;15;15;1;0;348;0,5;0,8;11;32,3;43,3;0,6;12,1;0;81,15;;;;;;469;0;0
5/01/2021 23:00;0;27;1,1;0,1;317;1,4;0,7;7,3;31;38,3;0,7;11,5;0;81,49;;;;;;469;0;0
6/01/2021 0:00;13,8;9;0,6;0;269;0,8;0,6;7,8;29,9;37,7;0,6;10,8;0;83,15;;;;;;484;0;0
6/01/2021 1:00;14;14;0,3;0;325;2,8;0,5;2,1;25,4;27,5;0,2;11,2;0;83,64;;;;;;485;0;0
6/01/2021 2:00;28;20;0,4;0;344;7,3;0,3;0,5;17,8;18,3;0,3;11,1;0;83,59;;;;;;497;0;0
6/01/2021 3:00;20,5;10;0,3;0;1;5,7;0,3;0,5;16,5;17;0,3;10,3;0;84,04;;;;;;493;0;0
6/01/2021 4:00;15,4;15;0,2;0;267;3,1;0,4;0,8;17,6;18,4;0,2;9,6;0;84,9;;;;;;507;0;0
6/01/2021 5:00;16,6;16;0,3;0;308;1;0,5;12,3;21;33,3;0,2;9,9;0;85,51;;;;;;527;0;0
6/01/2021 6:00;0;20;0,3;0;267;0,3;0,5;22,9;18,1;41;0,2;9,1;0;85,59;;;;;;558;0;0
6/01/2021 7:00;0;16;0,2;0;342;1,4;0,8;51,8;15,9;67,6;0,3;9,4;47;86,08;;;;;;592;0;0
6/01/2021 8:00;27;27;0,5;0;5;3,9;1,4;72;27;99;0,8;15,2;188;76,21;;;;;;513;0;0
6/01/2021 9:00;42,5;29;0,7;0;28;13,3;0,8;29,8;24,1;53,9;0,7;18;405;49,14;;;;;;464;0;0
6/01/2021 10:00;34,6;19;0,8;0;293;22,1;0,7;21,5;24,4;45,8;0,6;21,2;611;38,54;;;;;;456;0;0
6/01/2021 11:00;37;17;1,1;0;195;31,5;0,4;8,9;14,6;23,6;0,6;21,9;730;30,59;;;;;;442;0;0
6/01/2021 12:00;26,6;4;1,5;0;174;29,2;0,2;1,9;3,9;5,8;0,3;21,3;460;31,42;;;;;;436;0;0
6/01/2021 13:00;19,6;1;2,2;0;165;27,5;0,2;2;4,5;6,5;0,4;19,9;366;38,51;;;;;;434;0;0
6/01/2021 14:00;21,7;0;1,6;0;154;27,9;0,2;1,4;3,5;4,9;0,5;20,7;394;36,63;;;;;;430;0;0
6/01/2021 15:00;16,1;6;1,8;0;158;25,8;0,2;1,6;4,4;6;0,5;19,8;300;39,42;;;;;;430;0;0
6/01/2021 16:00;15,1;5;0,8;0;321;30,3;0,3;2,6;6,9;9,5;0,8;21,2;475;42,88;;;;;;430;0;0
6/01/2021 17:00;12;12;1,7;0;13;18,7;0,4;4,2;13,5;17,7;0,8;17,6;191;54,62;;;;;;436;0;0
6/01/2021 18:00;0;14;1,1;0;100;8,7;0,6;5,6;23,7;29,3;0,8;15,6;11;62,85;;;;;;448;0;0
6/01/2021 19:00;0;19;1,5;0;295;1,2;0,7;14;27,2;41,1;0,8;14,7;0;66,04;;;;;;455;0;0
6/01/2021 20:00;0;16;1,3;0;325;3,6;0,6;6,6;25;31,6;0,8;13,7;0;68,99;;;;;;457;0;0
6/01/2021 21:00;0;18;0,9;0;347;7,3;0,5;1,3;23,7;25;0,8;12,9;0;75,01;;;;;;459;0;0
6/01/2021 22:00;27,7;19;0,6;0;353;3,3;0,6;2,1;27,6;29,7;0,8;12,5;0;79,81;;;;;;471;0;0
6/01/2021 23:00;25,2;24;0,9;0;356;10,6;0,4;0,7;23;23,7;1,1;12,8;0;78,94;;;;;;458;0;0
7/01/2021 0:00;36;24;0,5;0;316;6,6;0,3;2,4;24,5;26,9;1,1;12,6;0;79,12;;;;;;464;0;0
7/01/2021 1:00;26,6;19;0,5;0;323;4,4;0,3;0,7;21,9;22,6;0,1;12,1;0;80,64;;;;;;480;0;0
7/01/2021 2:00;29,5;17;0,7;0;336;0,8;0,4;5,5;21,3;26,8;0,1;11,8;0;81,01;;;;;;487;0;0
7/01/2021 3:00;41,2;21;1,1;0;322;0,7;0,4;10,3;19,6;29,9;0,2;12,4;0;78,18;;;;;;483;0;0
7/01/2021 4:00;30,7;14;0,4;0;326;2,6;0,3;3,4;16,9;20,3;0,1;12,3;0;75,28;;;;;;483;0;0
7/01/2021 5:00;21,7;11;0,5;0;345;7,5;0,2;1,1;11,1;12,2;0,1;11,9;0;74,71;;;;;;475;0;0
7/01/2021 6:00;16,2;10;0,7;0;11;8,2;0,2;0,5;8,7;9,2;0;11,6;0;72,46;;;;;;470;0;0
7/01/2021 7:00;16,7;6;0,3;0;314;4,3;0,3;2,2;12,2;14,4;0;11,3;19;74,67;;;;;;476;0;0
7/01/2021 8:00;18,3;6;0,8;0;3;5,3;0,7;27,6;16,5;44,1;0,1;14,7;173;65,72;;;;;;456;0;0
7/01/2021 9:00;17,5;14;1,2;0;256;16,5;0,4;12,8;11,2;24;0,2;20,3;437;41,06;;;;;;436;0;0
7/01/2021 10:00;23,5;9;1,5;0;229;24,4;0,2;4;6;9,9;0,2;19,7;404;40,37;;;;;;429;0;0
7/01/2021 11:00;17,9;3;2;0;149;29,1;0,2;2,1;4;6,1;0,3;19,8;470;40,38;;;;;;430;0;0
7/01/2021 12:00;12,8;2;2;0;134;30,5;0,2;1,6;3,8;5,4;0,3;19,8;402;39,86;;;;;;430;0;0
7/01/2021 13:00;9,8;2;2,8;0;162;29,3;0,2;2;4,1;6,1;0,3;19,4;441;42,2;;;;;;429;0;0
7/01/2021 14:00;7,8;2;2,9;0;145;30,1;0,2;1,5;3,4;4,9;0,3;18,9;436;43,66;;;;;;429;0;0
7/01/2021 15:00;14,3;4;2,6;0;147;28,2;0,2;2,3;4,1;6,4;0,4;19,5;443;41,98;;;;;;428;0;0
7/01/2021 16:00;11;3;2,5;0;133;29,1;0,2;1,9;5;6,9;0,4;18,5;210;41,15;;;;;;433;0;0
7/01/2021 17:00;8,9;3;1,6;0;174;26,1;0,3;2,5;7,5;10;0,3;18,4;166;43,59;;;;;;431;0;0
7/01/2021 18:00;6,7;4;1,1;0;195;23,5;0,3;1,1;9,2;10,3;0,4;16,8;37;50,12;;;;;;430;0;0
7/01/2021 19:00;4,8;4;1,1;0;154;19,3;0,4;0,9;13;13,9;0,3;14,9;0;56,31;;;;;;440;0;0
7/01/2021 20:00;0;7;1,6;0;321;6,9;0,6;3,6;22,6;26,2;0,5;14,1;0;65,36;;;;;;447;0;0
7/01/2021 21:00;0;14;1,7;0;356;4,6;0,5;3,5;22,5;26;0,5;13,1;0;67,73;;;;;;450;0;0
7/01/2021 22:00;0;10;1,3;0;342;4,3;0,4;2,5;20,6;23;0,7;12,6;0;68,55;;;;;;452;0;0
7/01/2021 23:00;0;11;0,5;0;337;1;0,5;6,1;23;29,1;0,5;11;0;73,55;;;;;;469;0;0
8/01/2021 0:00;12;10;0,5;0;42;6,2;0,3;2,1;17,6;19,7;0,5;10,1;0;78,7;;;;;;488;0;0
8/01/2021 1:00;18,5;10;0,1;0;237;8,3;0,3;0,3;12,3;12,7;0,3;10,1;0;79,45;;;;;;496;0;0
8/01/2021 2:00;15,3;11;0,4;0;262;1,8;0,3;1,6;16,7;18,3;0,3;9,1;0;81,81;;;;;;523;0;0
8/01/2021 3:00;14,3;10;0,3;0;285;0,6;0,4;6,6;18;24,6;0,2;8,3;0;83,81;;;;;;542;0;0
8/01/2021 4:00;15,7;10;0,1;0;220;0,5;0,4;10,7;16,5;27,2;0,2;8,2;0;85;;;;;;543;0;0
8/01/2021 5:00;16,1;10;0,3;0;16;0,6;0,4;11,1;16,4;27,4;0,2;7,8;0;85,68;;;;;;532;0;0
8/01/2021 6:00;14;14;0,3;0;288;0,8;0,5;35,7;15,3;51,1;0,3;7,9;0;86,28;;;;;;560;0;0
8/01/2021 7:00;17,9;17;0,2;0;297;1,3;0,8;63,6;14,6;78,3;0,5;8,7;43;86,32;;;;;;562;0;0
8/01/2021 8:00;25,7;22;1;0;359;2,9;1,1;65,8;22,9;88,7;1;13,6;180;77,67;;;;;;501;0;0
8/01/2021 9:00;38,4;28;0,7;0;47;6,8;0,7;29,6;22,9;52,5;1,4;14,7;194;64,19;;;;;;470;0;0
8/01/2021 10:00;39;17;1;0;41;15,7;0,5;15,6;18,2;33,8;1;17,2;314;53,31;;;;;;448;0;0
8/01/2021 11:00;45,2;16;1,7;0;329;25,1;0,3;4;6,5;10,5;0,8;19,6;492;47,63;;;;;;428;0;0
8/01/2021 12:00;32,6;4;0,8;0;307;32,5;0,2;2,3;5;7,3;0,8;21,1;505;40,9;;;;;;429;0;0
8/01/2021 13:00;26,9;4;1;0;335;35,9;0,2;1,7;5,2;6,9;0,9;21,7;389;37,34;;;;;;432;0;0
8/01/2021 14:00;24,8;5;2,3;0;299;35,8;0,4;1,6;14,2;15,8;1,1;18,2;85;51,29;;;;;;441;0;0
8/01/2021 15:00;22,9;22;0,8;9,8;272;27,3;0,4;2;17,8;19,8;1,2;12,9;44;77,96;;;;;;443;0;0
8/01/2021 16:00;25,5;24;0,6;0,1;315;19,3;0,6;5,6;24,4;30,1;1,1;13,8;97;82,06;;;;;;438;0;0
8/01/2021 17:00;34,1;29;0,6;0;297;14,9;0,7;5;28,4;33,4;1,2;14;44;80,18;;;;;;443;0;0
8/01/2021 18:00;24,5;24,5;0,7;0;123;11,4;0,4;2,1;14;16,1;1;13;14;74,45;;;;;;440;0;0
8/01/2021 19:00;23,1;2;0,5;0;6;5,1;0,4;2,9;13,5;16,4;0,9;12,3;0;75,13;;;;;;463;0;0
8/01/2021 20:00;16,9;5;1,1;0,6;137;13,3;0,3;2,3;8,8;11,1;0,9;12,8;0;69,58;;;;;;443;0;0
8/01/2021 21:00;13,7;4;0,2;0,7;171;9,2;0,3;1,3;9,3;10,5;1;11,2;0;79,39;;;;;;453;0;0
8/01/2021 22:00;9,9;5;1;0;118;14,3;0,2;0,5;6,5;7;1;11,3;0;78,82;;;;;;441;0;0
8/01/2021 23:00;8,1;4;0,3;0;10;10,2;0,2;0,3;6,7;7;0,9;11,1;0;79,7;;;;;;459;0;0
9/01/2021 0:00;6,3;1;1,6;0;50;16,4;0,2;0,2;4,1;4,3;1,1;12,2;0;72,75;;;;;;446;0;0
9/01/2021 1:00;4,6;2;0,6;0;72;11,9;0,1;0,2;6,3;6,5;0,2;11,7;0;74,52;;;;;;457;0;0
9/01/2021 2:00;6;6;1,5;0;59;13,2;0,1;0,3;5,1;5,4;0,3;11,5;0;75,73;;;;;;460;0;0
9/01/2021 3:00;3,4;3;1;0;49;15,1;0,1;0,2;3;3,2;0,3;11,9;0;73,22;;;;;;451;0;0
9/01/2021 4:00;3,5;0;0,3;0,3;19;9,7;0,1;0,3;4,1;4,5;0,3;10,9;0;79,9;;;;;;473;0;0
9/01/2021 5:00;3,4;2;0,3;0,2;310;5;0,2;0,6;7;7,6;0,3;10,7;0;82,97;;;;;;481;0;0
9/01/2021 6:00;4;3;0,4;0,2;40;3;0,2;1,3;10,9;12,2;0,3;10,5;0;84,15;;;;;;475;0;0
9/01/2021 7:00;6;6;0,4;0;1;1,6;0,3;12,5;11,9;24,4;0,3;10,2;22;84,91;;;;;;493;0;0
9/01/2021 8:00;5;5;1,3;0;49;3,9;0,4;18,1;14,8;32,9;0,5;12;81;81,43;;;;;;455;0;0
9/01/2021 9:00;8,1;4;1,3;0;54;10;0,4;11,5;12,3;23,9;0,5;14,3;176;68,3;;;;;;442;0;0
9/01/2021 10:00;7,5;4;0,6;0;174;20,9;0,2;3,9;4,8;8,8;0,5;19,6;605;48,92;;;;;;427;0;0
9/01/2021 11:00;8,5;1;1,2;0;66;21,3;0,2;2,5;4,7;7,2;0,6;17,6;227;53,09;;;;;;428;0;0
9/01/2021 12:00;6,8;4;0,9;0;320;20,1;0,2;2,7;5,6;8,3;0,6;17,6;252;55,41;;;;;;427;0;0
